MSB	PRG	LSB	NME	ELC
121	123	000	Tweet	1
121	123	001	Dog Woof	0
121	123	002	HorseGlp	0
121	123	003	BirdTwit	0
121	124	000	Telphone	0
121	124	001	PhonCall	0
121	124	002	DoorSqek	0
121	124	003	DoorSlam	0
121	124	004	ScratchC	0
121	124	005	WindChim	0
121	125	000	Helicptr	0
121	125	001	CarStart	0
121	125	002	CarTyreS	0
121	125	003	Car Pass	0
121	125	004	CarCrash	0
121	125	005	Siren	1
121	125	006	Train	0
121	125	007	JetPlane	1
121	125	008	Starship	1
121	125	009	Burst	1
121	126	000	Applause	0
121	126	001	LaughVox	0
121	126	002	ScreamVx	0
121	126	003	Punch	0
121	126	004	Heart	0
121	126	005	Footstep	0
121	127	000	Gunshot	0
121	127	001	MchinGun	0
121	127	002	LaserGun	1
121	127	003	Xplosion	1
121	000	016	GrandPno	0
121	000	017	GrndPnoK	0
121	000	018	MelloGrP	0
121	001	016	BritePno	0
121	001	017	BritPnoK	0
121	002	016	EGrndPno	1
121	002	017	EGndPnoK	1
121	003	016	HnkyTonk	1
121	003	017	HnkyTnkK	1
121	004	016	ElPiano1	1
121	004	017	ChorusEP	1
121	004	018	VX E.Pno	1
121	004	019	60sElPno	0
121	005	016	ElPiano2	1
121	005	017	Chor.EP2	1
121	005	018	VX EPno2	1
121	005	019	DX Legnd	1
121	005	020	DX Phase	1
121	006	016	Hrpschrd	0
121	006	017	Hpschrd3	1
121	006	018	HpschrdK	0
121	006	019	Hpschrd2	1
121	007	016	Clavinet	1
121	007	017	PlsClavi	0
121	008	016	Celesta	0
121	009	016	Glocken	0
121	010	016	MusicBox	1
121	011	016	Vibrafon	0
121	011	017	VibrafnK	0
121	012	016	Marimba	0
121	011	017	MarimbaK	0
121	013	016	Xylophon	0
121	014	016	TubulBel	0
121	014	017	ChrchBel	1
121	014	018	Carillon	1
121	015	016	Dulcimer	0
121	016	016	DrawOrgn	0
121	016	017	DetDrwOr	1
121	016	018	60sDrOrg	1
121	016	019	DrawOrg2	1
121	017	016	PercOrgn	0
121	017	017	DetPrcOr	1
121	017	018	PercOrg2	1
121	018	016	RockOrgn	1
121	019	016	ChrchOrg	1
121	019	017	ChurOrg2	1
121	019	018	ChurOrg3	1
121	020	016	ReedOrgn	0
121	020	017	Puff Org	1
121	021	016	Acordion	1
121	021	017	AccordIt	1
121	022	016	Harmnica	0
121	023	016	TangoAcd	1
121	024	016	NylonGtr	0
121	024	017	Ukulele	0
121	024	018	NylonGt3	1
121	024	019	NylonGt2	0
121	025	016	SteelGtr	0
121	025	017	12StrGtr	1
121	025	018	Mandolin	1
121	025	019	Stl&Body	1
121	026	016	Jazz Gtr	0
121	026	017	PdlSteel	0
121	027	016	CleanGtr	0
121	027	017	ChorusGt	1
121	027	018	MidT.Gtr	0
121	028	016	MutedGtr	0
121	028	017	Funk Gtr	1
121	028	018	FunkGtr2	1
121	028	019	Jazz Man	1
121	029	016	OvrDrvGt	0
121	029	017	Gt.Pinch	1
121	030	016	Dist.Gtr	0
121	030	017	FeedbkGt	1
121	030	018	DstRthmG	1
121	031	016	GtrHarmo	0
121	031	017	GtFeedbk	0
121	032	016	Aco.Bass	0
121	033	016	FngrBass	0
121	033	017	FngrSlap	1
121	034	016	PickBass	0
121	035	016	Fretless	0
121	036	016	SlapBass	0
121	037	016	SlapBas2	0
121	038	016	SynBass1	0
121	038	017	SynBs1Dk	0
121	038	018	AcidBass	0
121	038	019	Clv.Bass	1
121	038	020	HammerBa	1
121	039	016	SynBass2	1
121	039	017	DX Bass	1
121	039	018	RubberBa	1
121	039	019	AtkPulse	0
121	040	016	Violin	0
121	040	017	SlwVioln	0
121	041	016	Viola	0
121	042	016	Cello	0
121	043	016	Contrbas	0
121	044	016	Trem.Str	0
121	045	016	Pizz.Str	0
121	046	016	Harp	0
121	046	017	YangChin	1
121	047	016	Timpani	0
121	048	016	Strings1	0
121	048	017	Orch.Str	1
121	048	018	60sStrng	1
121	049	016	Strings2	0
121	050	016	Syn.Str1	1
121	050	017	Syn.Str3	1
121	051	016	Syn.Str2	1
121	052	016	ChoirAah	0
121	052	017	ChoirAh2	1
121	053	016	VoiceOoh	0
121	053	017	VoiceHum	0
121	054	016	SynVoice	0
121	054	017	AnalgVox	0
121	055	016	Orch.Hit	1
121	055	017	BassHit+	1
121	055	018	6th Hit	0
121	055	019	Euro Hit	0
121	056	016	Trumpet	0
121	056	017	SoftDTrp	0
121	057	016	Trombone	0
121	057	017	Trombon2	1
121	057	018	BrtTromb	0
121	058	016	Tuba	0
121	059	016	MutedTrp	0
121	059	017	MuteTrp2	1
121	060	016	FrchHorn	1
121	060	017	FrHorn 2	1
121	061	016	BrasSect	0
121	061	017	BrsSect2	1
121	062	016	SynBrass	1
121	062	017	SynBras3	1
121	062	018	AnalgBrs	1
121	062	019	JumpBras	1
121	063	016	SynBras2	0
121	063	017	SynBras4	1
121	063	018	AnlgBrs2	1
121	064	016	SprnoSax	0
121	065	016	Alto Sax	0
121	066	016	TenorSax	0
121	067	016	Bari.Sax	0
121	068	016	Oboe	1
121	069	016	Eng.Horn	0
121	070	016	Bassoon	0
121	071	016	Clarinet	0
121	072	016	Piccolo	0
121	073	016	Flute	0
121	074	016	Recorder	0
121	075	016	PanFlute	0
121	076	016	BotlBlow	1
121	077	016	Shakhchi	1
121	078	016	Whistle	0
121	079	016	Ocarina	0
121	080	016	SquareLd	1
121	080	017	SqrLead2	0
121	080	018	SineLead	0
121	081	016	Saw Lead	1
121	081	017	SawLead2	0
121	081	018	Dr. Lead	1
121	081	019	DoublSaw	1
121	081	020	SeqAnalg	1
121	082	016	CaliopLd	1
121	083	016	Chiff Ld	1
121	084	016	CharanLd	1
121	084	017	WireLead	1
121	085	016	Voice Ld	1
121	086	016	Fifth Ld	1
121	087	016	Bass&Ld	1
121	087	017	SftWhirl	1
121	088	016	NewAgePd	1
121	089	016	Warm Pad	1
121	089	017	Sine Pad	1
121	090	016	PolySyPd	1
121	091	016	ChoirPad	1
121	091	017	Itopia	1
121	092	016	BowedPad	1
121	093	016	MetalPad	1
121	094	016	Halo Pad	1
121	095	016	SweepPad	1
121	096	016	Ice Rain	1
121	097	016	SoundTrk	1
121	098	016	Crystal	1
121	098	017	SynMalet	0
121	099	016	Atmosphr	1
121	100	016	Bright	1
121	101	016	Goblins	1
121	102	016	Echoes	1
121	102	017	EchoBell	1
121	102	018	Echo Pan	1
121	103	016	Sci-Fi	1
121	104	016	Sitar	0
121	104	017	Sitar 2	1
121	105	016	Banjo	0
121	106	016	Shamisen	0
121	107	016	Koto	0
121	107	017	TaishoKn	1
121	108	016	Kalimba	0
121	109	016	Bagpipe	1
121	110	016	Fiddle	0
121	111	016	Shanai	0
121	112	016	TnklBell	1
121	113	016	Agogo	1
121	114	016	SteelDrm	1
121	115	016	Woodblok	0
121	115	017	Castanet	0
121	116	016	Taiko	0
121	116	017	Gr.Cassa	0
121	117	016	MelodTom	1
121	117	017	Mel Tom2	0
121	118	016	Syn Drum	0
121	118	017	AnalgTom	0
121	118	018	ElecPerc	1
121	119	016	RevCymbl	0
121	120	016	FretNoiz	1
121	120	017	CutNoise	0
121	120	018	Str Slap	0
121	120	019	CutNoiz2	1
121	120	020	DstCutNz	1
121	120	021	B.Slide	1
121	120	022	P.Scrape	0
121	121	016	BrthNoiz	1
121	121	017	Fl.KClik	0
121	122	016	Seashore	1
121	122	017	Shower	0
121	122	018	Thunder	0
121	122	019	Wind	0
121	122	020	Stream	1
121	122	021	Bubble	1
121	123	016	Tweet	1
121	123	017	Dog Woof	0
121	123	018	HorseGlp	0
121	123	019	BirdTwit	0
121	123	020	Kitty	0
121	123	021	Growl	0
121	124	016	Telphone	0
121	124	017	PhonCall	0
121	124	018	DoorSqek	0
121	124	019	DoorSlam	0
121	124	020	ScratchC	0
121	124	021	WindChim	0
121	124	023	Scratch2	1
121	125	016	Helicptr	0
121	125	017	CarStart	0
121	125	018	CarTyreS	0
121	125	019	Car Pass	0
121	125	020	CarCrash	0
121	125	021	Siren	1
121	125	022	Train	0
121	125	023	JetPlane	1
121	125	024	Starship	1
121	125	025	Burst	1
121	125	026	Coaster	1
121	126	016	Applause	0
121	126	017	LaughVox	0
121	126	018	ScreamVx	0
121	126	019	Punch	0
121	126	020	Heart	0
121	126	021	Footstep	0
121	126	022	Applauz2	0
121	127	016	Gunshot	0
121	127	017	MchinGun	0
121	127	018	LaserGun	1
121	127	019	Xplosion	1
