MSB	PRG	LSB	NME
036	020	005	MultiSaw
036	021	005	Contnent
036	022	005	PWMSweep
036	023	005	AN Laos
036	024	005	CyberBag
036	025	005	Unstable
036	026	005	AN Fire
036	027	005	Jack
036	028	005	ULTSound
036	029	005	HiQ Reso
036	030	005	Fumble
036	031	005	Invade
036	032	005	FreeEdge
036	033	005	AN Touch
036	034	005	Chemical
036	035	005	AnalgAge
036	036	005	Fat Run
036	037	005	AN Power
036	038	005	Metallic
036	039	005	Zebedee
036	040	005	ANSynBas
036	041	005	RealMini
036	042	005	Chamleon
036	043	005	MaxxBass
036	044	005	BlapMoth
036	045	005	Prophtic
036	046	005	Prphtic2
036	047	005	WonderBa
036	048	005	SlumBass
036	049	005	X-Bass
036	050	005	DustedUp
036	051	005	FootBase
036	052	005	Mini Low
036	053	005	DuckBass
036	054	005	10thTone
036	055	005	DuckBas2
036	056	005	BirdWrld
036	057	005	Woodbass
036	058	005	RubbaBas
036	059	005	SmoothB.
036	060	005	SmooveyB
036	061	005	Zed Bass
036	062	005	OizoBass
036	063	005	Dog Bass
036	064	005	Stranger
036	065	005	HardStep
036	066	005	Stevie
036	067	005	Pulsate
036	068	005	ANSilent
036	069	005	KnivesLd
036	070	005	PulserLd
036	071	005	SliverLd
036	072	005	Lucky Ld
036	073	005	ANPopcrn
036	074	005	X-mod
036	075	005	Caner Ld
036	076	005	ANHdSync
036	077	005	Chick Ld
036	078	005	SusyLead
036	079	005	Earth Ld
036	080	005	P-5 Saw
036	081	005	Rock It
036	082	005	DirtySaw
036	083	005	Rhubarb
036	084	005	J.Hammer
036	085	005	X-mod 2
036	086	005	PitchMan
036	087	005	Hyprtune
036	088	005	EarthLd2
036	089	005	Fhomhair
036	090	005	On1 Lead
036	091	005	ANCaliop
036	092	005	AN Chiff
036	093	005	PastelLd
036	094	005	Chromes
036	095	005	MegaDron
036	096	005	Metal Ld
036	097	005	HrdilyLd
036	098	005	Billy Ld
036	099	005	Funky Ld
036	100	005	Sun Head
036	101	005	AN VoxLd
036	102	005	AbacabLd
036	103	005	Mr. Hook
036	104	005	SupaSync
036	105	005	FattyBrs
036	106	005	MajorBrs
036	107	005	BronzeBr
036	108	005	ANSoftBr
036	109	005	SlowBras
036	110	005	AnalgStr
036	111	005	Choclate
036	112	005	Stringer
036	113	005	LushStr.
036	114	005	BonnStr.
036	115	005	PWMStrng
036	116	005	AnaStrng
036	117	005	StrngPad
036	118	005	Hardcore
036	119	005	Kangaroo
036	120	005	AcidSeq1
036	121	005	AcidSeq2
036	122	005	HrmoSync
036	123	005	KickLine
036	124	005	Free Cut
036	125	005	ElecGrov
036	126	005	ANSeqBas
036	127	005	Cool Man
036	000	006	CrackrBa
036	001	006	BehindBa
036	002	006	RydeenBa
036	003	006	KnivesBa
036	004	006	Knives 2
036	005	006	MgWoodBa
036	006	006	Mg.Frtls
036	007	006	Logic Ba
036	008	006	Mg.Voice
036	009	006	MgVoice2
036	010	006	MgWhistl
036	011	006	MgSoloLd
036	012	006	Mg.CatLd
036	013	006	CosmicLd
036	014	006	Q Lead
036	015	006	5th Ring
036	016	006	DistOdsy
036	017	006	ObDetune
036	018	006	Hi Wedge
036	019	006	ObCembal
036	020	006	ProAtack
036	021	006	ProAtck2
036	022	006	Pro Sync
036	023	006	ProBrass
036	024	006	Loom Pad
036	025	006	CS80Bras
036	026	006	Behind 2
036	027	006	HarmoSq.
036	028	006	MiniTech
036	029	006	Nz Power
036	030	006	AsianTek
036	031	006	SeqWater
036	032	006	HarmoSq2
036	033	006	AnlgDrum
036	034	006	SynthTom
036	035	006	SynShake
036	036	006	EthnoTom
036	037	006	Contact
036	038	006	Eth.Teck
036	039	006	AN India
036	040	006	MaMa
036	041	006	MagicPad
036	042	006	YellowPd
036	043	006	FifthPad
036	044	006	Kelp Pad
036	045	006	SyncBrPd
036	046	006	Soar Pad
036	047	006	AN Bowed
036	048	006	AN Dawn
036	049	006	Sync Eko
036	050	006	SharpSyn
036	051	006	SyncEko2
036	052	006	Vangelzm
036	053	006	Mars Pad
036	054	006	WaterPad
036	055	006	HighSwep
036	056	006	SyncSwep
036	057	006	Mountain
036	058	006	FunnyLFO
036	059	006	Phenomna
036	060	006	ANSndTrk
036	061	006	BPF Pad
036	062	006	X Bells
036	063	006	ResoBell
036	064	006	Triangle
036	065	006	XmodBell
036	066	006	Saphire
036	067	006	AN Ropey
036	068	006	SepaWays
036	069	006	DeepBlue
036	070	006	Ice Pad
036	071	006	Jah
036	072	006	Polaris
036	073	006	Microdot
036	074	006	Snowball
036	075	006	Syncrome
036	076	006	RhthmCty
036	077	006	Slalom
036	078	006	SyncSitr
036	079	006	Dragnfly
036	080	006	DownUndr
036	081	006	Indosync
036	082	006	ANBeltre
036	083	006	AN Woob
036	084	006	ANCowbel
036	085	006	TriblTom
036	086	006	AN Snare
036	087	006	AN Toms
036	088	006	Tranix
036	089	006	Rimshot
036	090	006	XstikSnr
036	091	006	MufflKik
036	092	006	EuroKick
036	093	006	AN HiHat
036	094	006	ANHlcptr
036	095	006	AN Siren
036	096	006	Radio Nz
036	097	006	Chemicl2
036	098	006	PropProp
036	099	006	WelcomBk
036	100	006	PlyChord
036	101	006	AN Cave
036	102	006	Invade 2
036	103	006	FM Waves
036	104	006	Moment
036	105	006	XScreech
036	106	006	CybrClck
036	107	006	AN Earth
036	108	006	FreeRthm
036	109	006	Quarks
036	110	006	OldOkt
036	111	006	BPF Step
036	112	006	Poptart
036	113	006	Virtual
036	114	006	Cactus
036	115	006	AN Omega
036	116	006	Seismic
036	117	006	JarreSQ
036	118	006	TechPlck
036	119	006	Krftwrks
036	120	006	Filtrflw
036	121	006	Dist.5th
036	122	006	HardNoiz
036	123	006	Lightstk
036	124	006	AN Lotus
036	125	006	Xalimba
036	126	006	Uni Bass
036	127	006	HrmSync2
036	000	007	Metallic
036	001	007	AN Omega
036	002	007	ElecGrov
036	003	007	BPF Step
036	004	007	Killer
036	005	007	Fat Run
036	006	007	Krftwrks
036	007	007	AN Power
036	008	007	Hardcore
036	009	007	Dist.5th
036	010	007	HardNoiz
036	011	007	Kangaroo
036	012	007	HrmoSync
036	013	007	AcidSeq1
036	014	007	Uni Bass
036	015	007	ANSeqBas
036	016	007	Seismic
036	017	007	KickLine
036	018	007	Zebedee
036	019	007	Cream Ba
036	020	007	Bigg Mac
036	021	007	SlumBass
036	022	007	Prphtic2
036	023	007	Uni Saw
036	024	007	BirdWrld
036	025	007	WonderBa
036	026	007	X-Bass
036	027	007	Insomnia
036	028	007	CrackrBa
036	029	007	KnivesBa
036	030	007	2001 Bas
036	031	007	SqueakBa
036	032	007	10thTone
036	033	007	HardStep
036	034	007	MontyBas
036	035	007	Zed Bass
036	036	007	RuffBass
036	037	007	RubbaBas
036	038	007	Mg.Frtls
036	039	007	ANSyncLd
036	040	007	FaaaatLd
036	041	007	J.Hammer
036	042	007	Dre-full
036	043	007	Squeamer
036	044	007	Maise Ld
036	045	007	P-5 Saw
036	046	007	Chick Ld
036	047	007	Stevie
036	048	007	Funky Ld
036	049	007	DirtySaw
036	050	007	Bombastc
036	051	007	LipstkLd
036	052	007	AbacabLd
036	053	007	Lucky Ld
036	054	007	PitchMan
036	055	007	X-mod
036	056	007	ANHdSync
036	057	007	CosmicLd
036	058	007	MiniTech
036	059	007	5th Ring
036	060	007	PastelLd
036	061	007	Mg.CatLd
036	062	007	MgWhistl
036	063	007	AN VoxLd
036	064	007	AsianTek
036	065	007	Chromes
036	066	007	ANHardBr
036	067	007	FattyBrs
036	068	007	ToToHorn
036	069	007	ObDetune
036	070	007	ProBrass
036	071	007	SlowBras
036	072	007	So-Lina
036	073	007	MultiSaw
036	074	007	LushStr.
036	075	007	Contnent
036	076	007	PWMSweep
036	077	007	Soar Pad
036	078	007	HighSwep
036	079	007	ProAtck2
036	080	007	SharpSyn
036	081	007	SyncSwep
036	082	007	FifthPad
036	083	007	ANSndTrk
036	084	007	BPF Pad
036	085	007	SepaWays
036	086	007	AN Fire
036	087	007	CyberBag
036	088	007	Unstable
036	089	007	Indosync
036	090	007	Jack
036	091	007	Ice Pad
036	092	007	FunnyLFO
036	093	007	Dragnfly
036	094	007	SeqWater
036	095	007	Mg.Voice
036	096	007	Behind 2
036	097	007	ProAtack
036	098	007	HarmoSq2
036	099	007	ResoBell
036	100	007	ObCembal
036	101	007	ULTSound
036	102	007	HiQ Reso
036	103	007	Tranix
036	104	007	AnlgDrum
036	105	007	AN Snare
036	106	007	EuroKick
036	107	007	SynthTom
036	108	007	EthnoTom
036	109	007	Eth.Teck
036	110	007	AN HiHat
036	111	007	ANCowbel
036	112	007	SynShake
036	113	007	Fumble
036	114	007	Invade
036	115	007	FreeEdge
036	116	007	Chemical
036	117	007	AnalgAge
036	118	007	AN Touch
036	119	007	AN Siren
036	120	007	Radio Nz
036	121	007	Contact
036	122	007	Moment
036	123	007	Xalimba
036	124	007	FreeRthm
036	125	007	Poptart
036	126	007	CybrClck
036	127	007	Quarks
036	000	008	Relaxx
036	001	008	Teraform
036	002	008	Celuloid
036	003	008	MajorBrs
036	004	008	Soar Pad
036	005	008	Hardcore
036	006	008	Uni Bass
036	007	008	Mg.Drone
036	008	008	ANSyncLd
036	009	008	ANLgtPad
036	010	008	AN Alan
036	011	008	MiniBass
036	012	008	Chemical
036	013	008	SyncSwep
036	014	008	Caner Ld
036	015	008	Morph EP
036	016	008	Doves
036	017	008	BPF Morf
036	018	008	Seismic
036	019	008	Earth
036	020	008	Vinnie
036	021	008	Detroit
036	022	008	Plastik
036	023	008	ChinaTek
036	024	008	ANSilent
036	025	008	Dog Bass
036	026	008	SlumBass
036	027	008	LoudBass
036	028	008	Mini Low
036	029	008	Kickbass
036	030	008	SubSubBa
036	031	008	HardStep
036	032	008	WonderBa
036	033	008	DuckBass
036	034	008	Prophtic
036	035	008	HrmoSync
036	036	008	KngaruBa
036	037	008	AcidBas1
036	038	008	AcidBas2
036	039	008	AcidBas3
036	040	008	ANSoftBr
036	041	008	ANHardBr
036	042	008	BronzeBr
036	043	008	FattyBrs
036	044	008	QuincyBr
036	045	008	CS80Bras
036	046	008	Tangiers
036	047	008	Brsmorph
036	048	008	AnaStrng
036	049	008	LushStr.
036	050	008	Choclate
036	051	008	PWMStrng
036	052	008	StrngPad
036	053	008	Billy Ld
036	054	008	Fetish
036	055	008	P5 Compy
036	056	008	Stakka
036	057	008	Dust
036	058	008	WarmPoly
036	059	008	Rhubarb
036	060	008	SusyLead
036	061	008	OB-8Lead
036	062	008	Lucky Ld
036	063	008	Earth Ld
036	064	008	ANHdSync
036	065	008	Chick Ld
036	066	008	Stevie
036	067	008	Floyd 75
036	068	008	Syncrome
036	069	008	HighSwep
036	070	008	Ice Pad
036	071	008	Sprinklr
036	072	008	Gr8Morph
036	073	008	ChrchBel
036	074	008	DeepBlue
036	075	008	Da Padd
036	076	008	WaterPad
036	077	008	NightSky
036	078	008	Obrweich
036	079	008	Poly Ten
036	080	008	Port Pad
036	081	008	SacredPd
036	082	008	Swep&S/H
036	083	008	Slip Pad
036	084	008	PolySwel
036	085	008	Padbells
036	086	008	DX E.Pno
036	087	008	Condensr
036	088	008	WhitnyEP
036	089	008	ANDrwOrg
036	090	008	16+2.2/3
036	091	008	GarageOr
036	092	008	HouseOrg
036	093	008	PipesOrg
036	094	008	HiQ Reso
036	095	008	AN Koan
036	096	008	AN Woob
036	097	008	WelcomBk
036	098	008	MagicPad
036	099	008	AN Hypno
036	100	008	ANSndTrk
036	101	008	Morphyum
036	102	008	WindStr.
036	103	008	Vangelzm
036	104	008	Chndlier
036	105	008	FreeEdge
036	106	008	ANHeaven
036	107	008	Mars Pad
036	108	008	Porpoise
036	109	008	Jack
036	110	008	Microdot
036	111	008	Polaris
036	112	008	RhthmCty
036	113	008	CyberBag
036	114	008	CybrClck
036	115	008	Flutter
036	116	008	Industr.
036	117	008	Moment
036	118	008	WeAllDie
036	119	008	Cactus
036	120	008	ANOvrdrv
036	121	008	AN Omega
036	122	008	AN Csus4
036	123	008	TekkLine
036	124	008	Highway
036	125	008	Saturn
036	126	008	Poptart
036	127	008	VirtualS
